SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
1,kerosene,150,89,4.4,13,262.95,85152,1
3,kerosene,130,86,4.9,6,249.3,21181,0
5,thinner,150,96,1,66,249.8,22441,0
1,gasoline,170,92,3.6,19,239.6,22840,1
4,gasoline,80,105,12.5,34,297.75,22502,1
1,thinner,80,107,12.2,42,294.85,22855,1
3,kerosene,190,94,2.9,40,284.7,21754,0
2,thinner,150,90,6,15,246.5,22557,1
4,thinner,30,86,11.6,18,254.3,22759,1
2,gasoline,80,106,12,27,279.3,84029E,1
4,kerosene,90,106,7,52,306.3,22114,0
4,kerosene,100,103,10.3,30,304.65,22112,0
2,kerosene,140,90,4.5,19,262.5,22086,0
5,kerosene,90,106,12.2,36,304.3,22198,0
2,gasoline,70,89,9.3,9,268.95,22130,1
2,kerosene,10,111,15.2,47,298.05,79191C,1
2,thinner,50,96,0,72,252.8,20733,0
3,thinner,50,86,8.3,4,229.3,22867,1
4,kerosene,150,89,5.6,30,250.95,22633,0
5,kerosene,140,92,4.8,46,271.6,20733,0
1,kerosene,20,89,12.8,17,,47471,1
4,thinner,130,96,6.1,25,292.8,85231B,0
2,thinner,120,85,4.2,4,246.75,85231G,0
2,gasoline,20,90,15.2,38,267.5,21212,1
4,thinner,20,106,13.2,20,294.3,22633,1
5,thinner,180,92,3.3,14,266.6,16046,0
6,lpg,40,96,0,72,269.8,22654,0
2,gasoline,150,93,4.4,40,252.15,22652,0
4,gasoline,10,102,13.3,55,308.1,22653,1
4,gasoline,20,92,16,42,239.6,21914,1
7,lpg,20,92,13.8,23,241.6,22961,1
4,gasoline,120,95,3.3,60,265.25,22633,0
1,thinner,40,90,12.3,23,246.5,22616,1
4,thinner,80,88,9.5,6,238.4,85135B,1
3,gasoline,190,91,1.6,10,234.05,22197,0
1,gasoline,130,96,4.2,23,290.8,22960,1
6,lpg,70,106,7.2,60,318.3,22696,1
3,thinner,60,83,3.4,2,252.65,22196,0
3,gasoline,30,85,10.7,12,238.75,22768,1
4,kerosene,30,92,10.9,11,275.6,48138,1
5,kerosene,110,108,0,75,278.4,22866,0
4,thinner,120,106,7.7,27,292.3,22945,0
2,gasoline,50,95,0,,274.25,22731,0
4,kerosene,40,101,3.2,66,259.55,22945,0
5,thinner,30,110,14.8,36,288.5,21154,1
3,thinner,90,86,7.5,4,234.3,22911,0
2,kerosene,50,86,8.3,4,251.3,22755,1
3,thinner,110,96,1.9,66,271.8,22195,0
3,thinner,70,106,13,34,275.3,21154,1
2,kerosene,70,91,12.9,33,266.05,22867,1
5,gasoline,140,88,2.3,11,273.4,21328,0
5,gasoline,10,107,15.5,26,290.85,85114C,1
5,gasoline,180,104,0,75,304.2,21326,0
4,gasoline,110,106,7.1,42,310.3,22796,0
2,kerosene,110,106,10.6,30,294.3,22130,0
4,thinner,120,89,3.9,9,262.95,22733,0
4,thinner,50,108,12.5,51,303.4,22560,1
2,thinner,10,90,11.8,6,254.5,22491,1
3,thinner,130,96,0,70,270.8,22489,0
3,thinner,150,92,5,28,273.6,72818,0
4,kerosene,30,110,16,45,310.5,20878,1
4,kerosene,100,104,7.4,47,275.2,22920,0
2,gasoline,60,107,12.3,22,304.85,22917,1
6,lpg,80,96,0,75,289.8,22919,0
4,kerosene,130,103,5.2,44,277.65,22918,0
6,lpg,190,96,2.9,38,287.8,22916,0
3,kerosene,60,106,12.5,25,305.3,22921,1
5,thinner,140,94,3.3,52,288.7,22917,0
4,gasoline,20,90,13.2,18,259.5,22920,1
1,gasoline,90,106,7,52,274.3,84692,0
4,kerosene,30,89,,7,254.95,22659,1
3,kerosene,140,94,4.2,22,282.7,22315,0
2,thinner,10,108,15.4,22,310.4,22559,1
5,kerosene,120,103,5,50,307.65,20878,0
4,kerosene,70,107,10.7,22,279.85,22696,1
1,gasoline,20,103,12,55,286.65,22896,1
2,gasoline,180,92,3.1,45,235.6,20967,0
1,kerosene,50,105,11.5,20,269.75,21098,1
5,kerosene,60,105,11.6,51,276.75,22568,0
3,kerosene,170,96,0,67,252.8,22654,0
1,thinner,40,92,14.1,28,248.6,20992,1
1,thinner,80,103,8.2,51,308.65,51014A,1
5,gasoline,80,94,6.5,55,253.7,22113,0
1,kerosene,150,93,4.5,33,257.15,22111,0
7,lpg,90,86,9.2,5,223.3,84032B,1
5,kerosene,190,92,2.7,17,284.6,84031B,0
4,thinner,50,90,10.2,9,261.5,84031A,1
2,gasoline,140,96,0,75,272.8,21430,0
2,gasoline,120,105,6.4,26,303.75,21429,1
5,gasoline,130,103,5.2,44,303.65,21313,0
3,thinner,60,102,3.7,66,295.1,21108,0
6,lpg,70,106,11.6,25,320.3,47599B,1
5,thinner,70,108,12.9,42,298.4,47566B,1
1,kerosene,50,90,9.3,5,241.5,22499,1
5,thinner,70,103,10.6,50,312.65,22090,1
1,thinner,40,86,10,5,227.3,22071,1
3,thinner,120,102,4.2,51,260.1,22070,0
7,lpg,170,86,3.1,6,258.3,21216,0
5,kerosene,70,103,1.9,67,287.65,22637,0
4,gasoline,40,75,0,1,238.25,20983,0
2,thinner,150,93,4,22,251.15,20975,1
1,kerosene,120,104,7.9,28,278.2,20750,1
5,thinner,140,94,4.2,22,268.7,21041,0
1,gasoline,80,92,,10,263.6,21537,1
2,thinner,190,102,2.6,46,289.1,21533,0
4,thinner,60,90,9.3,11,252.5,21527,1
2,kerosene,180,92,1.7,11,273.6,21538,0
3,thinner,190,92,1.4,11,238.6,85216,0
2,thinner,130,99,5,42,257.45,84992,0
2,kerosene,30,86,11.6,18,240.3,84991,1
3,kerosene,150,90,3.7,20,251.5,22352,0
3,thinner,100,89,4.9,12,251.95,84509A,1
6,lpg,50,106,12.5,19,296.3,84510A,1
1,gasoline,160,90,4.4,15,254.5,22131,1
3,thinner,190,91,3.3,13,251.05,21163,0
1,kerosene,90,102,10.9,16,294.1,21158,1
5,kerosene,190,96,2.9,26,269.8,21161,0
4,thinner,80,90,10.7,18,271.5,21159,1
3,thinner,180,97,2.9,38,263.35,84970L,0
1,thinner,180,101,3.1,44,266.55,72741,0
5,gasoline,140,89,4.4,7,237.95,22502,0
6,lpg,110,108,0,75,318.4,22469,0
2,gasoline,140,92,4.2,20,246.6,22212,1
1,thinner,170,95,3.2,47,246.25,84406B,0
4,kerosene,160,94,2.7,52,244.7,22188,0
5,kerosene,110,96,1.9,66,249.8,84971S,0
4,gasoline,160,93,2.3,12,278.15,21390,0
7,lpg,50,108,14.5,36,322.4,84836,1
4,thinner,150,92,4.5,24,234.6,22297,0
6,lpg,150,95,2.8,51,274.25,22335,0
3,thinner,30,110,15.2,40,289.5,22285,1
4,thinner,170,97,4.4,27,279.35,22284,0
4,thinner,140,92,4.2,20,255.6,21383,0
4,thinner,170,105,1.3,65,298.75,21381,0
7,lpg,150,91,4.3,23,258.05,21380,1
1,thinner,180,95,1.5,55,273.25,47590B,0
3,gasoline,170,96,0,68,250.8,47590A,0
2,gasoline,150,102,3.7,48,304.1,22210,0
1,kerosene,20,91,13.6,22,249.05,22209,1
2,thinner,120,104,7.7,30,306.2,22208,1
5,thinner,10,111,15.5,38,328.05,22318,1
2,gasoline,110,106,8.1,36,270.3,20974,1
1,kerosene,180,89,3.4,17,235.95,20982,0
5,gasoline,170,96,3.4,45,246.8,22632,0
5,thinner,60,108,12.6,48,317.4,21872,1
4,gasoline,20,100,9.6,5,293,48111,1
1,gasoline,120,104,7.7,30,283.2,21888,1
4,kerosene,170,92,3.3,14,278.6,22867,0
5,gasoline,10,111,16,44,295.05,22866,1
3,gasoline,180,94,3.8,28,275.7,22865,0
5,gasoline,150,93,5.8,26,281.15,22112,0
2,gasoline,110,95,3.4,55,251.25,84029G,0
4,gasoline,120,96,0,70,291.8,22637,0
1,thinner,90,105,10,21,291.75,22090,1
4,kerosene,170,94,2.7,50,,21042,0
5,thinner,110,108,7.8,38,281.4,22961,0
2,thinner,190,93,3.2,23,240.15,22365,0
4,kerosene,140,92,5.3,28,261.6,48138,0
5,thinner,190,92,2,19,275.6,22822,0
5,thinner,190,100,3.2,27,294,21914,0
1,gasoline,110,103,7.5,22,288.65,22661,1
3,thinner,20,88,13.3,27,255.4,22560,1
3,gasoline,180,93,2.2,12,256.15,22411,0
3,thinner,80,88,7.7,11,263.4,22633,1
5,thinner,40,96,1.3,67,282.8,22632,0
5,gasoline,60,107,11,55,296.85,22867,1
2,kerosene,160,96,0,67,267.8,20754,0
1,gasoline,100,104,8.8,40,275.2,85035A,1
3,thinner,40,102,4.5,65,281.1,22667,1
2,thinner,180,92,2.2,9,277.6,22761,0
3,kerosene,10,108,15.7,20,312.4,22187,1
2,kerosene,40,109,14.9,35,291.95,21463,1
3,thinner,180,95,2.7,48,243.25,85136A,0
4,gasoline,120,89,4,11,243.95,85099B,0
3,kerosene,180,94,2.5,47,246.7,22385,0
3,kerosene,150,93,4.5,33,244.15,21870,0
5,thinner,90,106,10.9,48,280.3,20723,0
2,kerosene,130,96,0,72,287.8,20967,0
1,kerosene,150,85,3.7,3,225.75,20969,0
4,thinner,100,103,1.5,67,299.65,20970,0
1,kerosene,60,86,9.5,13,240.3,85099B,1
3,kerosene,190,93,3.2,23,250.15,22418,0
6,lpg,180,88,3.6,,224.4,22374,1
1,gasoline,170,91,2,7,236.05,22372,0
2,kerosene,30,87,12,21,265.85,22375,1
6,lpg,110,79,3.1,2,202.45,22371,0
6,lpg,80,106,12,27,307.3,22634,1
1,gasoline,140,90,3.2,10,250.5,22663,0
4,thinner,120,96,1.9,66,250.8,22662,0
2,gasoline,190,93,2.3,48,249.15,22650,0
5,gasoline,190,102,2.6,50,278.1,22578,0
7,lpg,120,104,6.3,25,283.2,22579,1
5,thinner,20,96,0,72,257.8,21479,0
3,thinner,60,105,12.3,21,308.75,22112,1
3,gasoline,80,107,12.2,42,302.85,22110,1
3,thinner,130,90,5.6,17,249.5,84997B,1
3,kerosene,70,106,12.5,45,317.3,84997A,1
1,kerosene,120,88,8.3,13,228.4,84997C,1
3,gasoline,40,104,0,75,296.2,84997D,0
4,kerosene,150,90,3.7,20,252.5,22867,0
1,gasoline,160,101,2.7,51,290.55,22633,0
1,gasoline,60,89,11.5,17,257.95,22632,1
1,kerosene,170,95,3.7,35,254.25,22910,0
5,thinner,60,108,14.1,34,294.4,22737,1
5,thinner,130,88,5.3,7,255.4,22952,0
2,gasoline,130,96,4.2,22,246.8,22601,1
3,thinner,50,107,13.3,26,303.85,22602,1
5,gasoline,190,96,0,70,259.8,22579,0
3,thinner,10,85,,3,241.75,22574,1
4,kerosene,140,96,0.8,67,251.8,22576,0
1,gasoline,20,105,13.5,30,315.75,22594,1
1,gasoline,120,96,1.9,66,266.8,22595,0
2,gasoline,160,91,4.8,34,258.05,22423,0
2,kerosene,180,93,3.9,32,260.15,21217,0
4,kerosene,170,95,3.2,46,264.25,22086,0
4,kerosene,70,92,11.2,19,242.6,22910,1
7,lpg,190,102,2.6,50,289.1,84347,0
7,lpg,180,90,2.8,7,271.5,21741,0
7,lpg,60,90,10.6,7,259.5,21738,1
7,lpg,110,92,8.5,15,255.6,21739,1
2,kerosene,60,89,11.2,15,263.95,79321,1
4,gasoline,160,94,2.7,52,261.7,22469,0
3,kerosene,110,91,9.3,14,277.05,85061W,1
5,kerosene,20,95,16.3,45,281.25,22855,1
4,thinner,80,92,7.9,10,249.6,22465,1
2,kerosene,90,84,3.2,2,217.2,22740,0
7,lpg,110,83,3.7,3,,21385,0
5,kerosene,180,96,3.9,25,283.8,22812,0
1,gasoline,70,87,8.1,4,263.85,20749,1
2,kerosene,10,109,7.8,66,280.95,22729,1
1,thinner,80,105,11.3,26,272.75,21288,1
1,kerosene,160,92,4.2,23,277.6,21014,0
2,gasoline,170,93,4.2,28,248.15,21803,0
2,kerosene,60,106,12.6,26,314.3,21801,1
5,gasoline,100,89,7.1,7,268.95,72816,0
1,kerosene,30,87,12.3,19,234.85,22909,1
1,kerosene,140,74,0,1,214.7,40016,0
4,gasoline,140,90,3.2,10,268.5,22491,0
1,thinner,150,95,3.2,52,283.25,21791,0
3,thinner,120,85,4.2,4,245.75,21034,0
2,kerosene,60,107,14.8,42,309.85,22650,1
3,kerosene,20,78,3.7,2,248.9,22202,1
2,gasoline,60,106,12.5,25,299.3,21064,1
4,gasoline,30,96,2.2,67,281.8,21364,0
4,kerosene,80,89,10,7,270.95,22964,1
5,gasoline,40,96,1.3,67,263.8,22131,0
4,thinner,20,90,14.1,32,258.5,48173C,1
3,kerosene,130,96,1.6,66,261.8,47591B,0
3,thinner,130,96,0,72,244.8,47591D,0
7,lpg,180,92,1.7,,267.6,85038,0
7,lpg,160,95,3.9,45,271.25,22195,0
3,kerosene,150,96,1,66,292.8,84341B,0
3,gasoline,160,105,4.4,36,284.75,84509G,0
4,kerosene,50,89,10,13,237.95,22367,1
6,lpg,120,104,6.1,44,306.2,16235,1
1,kerosene,190,100,2.7,36,273,84755,0
1,kerosene,20,80,5,3,218,21161,1
1,kerosene,170,94,2.3,52,289.7,20986,0
7,lpg,180,102,2.5,51,298.1,20832,0
7,lpg,30,112,16,46,334.6,22501,1
5,kerosene,130,95,3.3,55,266.25,84846A,0
2,gasoline,90,85,4.4,3,227.75,22442,1
5,gasoline,30,107,12.3,24,273.85,22759,1
4,kerosene,170,96,0,68,252.8,22168,0
3,kerosene,70,106,7.5,55,312.3,22797,1
3,gasoline,130,91,5.6,13,235.05,22595,0
1,kerosene,190,95,2.2,33,244.25,21563,0
4,thinner,180,94,2.6,46,267.7,22969,0
1,thinner,140,92,4.2,20,276.6,21769,1
4,thinner,90,87,9.7,6,246.85,84406B,0
6,lpg,130,96,7.4,28,288.8,22294,1
1,kerosene,70,105,0,70,291.75,22295,0
3,kerosene,140,91,4.3,23,242.05,22906,0
1,kerosene,100,103,10.3,30,309.65,22988,1
3,gasoline,70,106,12.6,32,296.3,84879,1
1,gasoline,150,105,4.3,42,286.75,22423,0
3,kerosene,160,93,2.8,50,268.15,22633,0
2,gasoline,70,88,8.3,10,266.4,22867,1
6,lpg,110,101,6.5,19,286.55,22866,1
4,thinner,130,92,3.7,21,275.6,21586,0
6,lpg,150,92,5,28,279.6,21584,1
3,gasoline,60,107,11,55,321.85,21588,1
3,thinner,20,90,14.1,32,234.5,84029E,1
2,gasoline,110,106,8.5,34,297.3,22752,1
5,thinner,60,108,13.5,27,305.4,22803,1
4,thinner,140,90,2.9,8,269.5,21730,0
2,kerosene,150,91,2.8,8,267.05,85123A,0
7,lpg,10,111,15.5,38,317.05,71053,1
3,gasoline,50,105,12.9,24,282.75,84406B,1
3,gasoline,30,111,15.5,47,302.05,37370,1
5,kerosene,110,103,7.5,22,265.65,21871,0
7,lpg,100,88,7.8,13,264.4,21071,1
4,thinner,140,82,2.1,2,209.1,21068,0
5,kerosene,30,106,11.5,20,272.3,82483,1
2,gasoline,70,107,10.7,22,,82486,1
4,kerosene,140,86,5.4,17,256.3,82482,0
1,kerosene,60,107,14.2,33,312.85,82494L,1
5,thinner,30,104,0.4,68,281.2,22411,0
3,gasoline,190,91,3.3,13,269.05,84029G,0
1,gasoline,190,96,0,67,256.8,22632,0
7,lpg,110,95,6.1,20,246.25,22633,1
6,lpg,170,93,4.2,33,255.15,85123A,0
4,kerosene,20,107,1.1,68,280.85,71053,0
3,kerosene,140,92,5.2,16,259.6,84406B,0
6,lpg,120,102,7,40,264.1,37370,1
1,thinner,60,87,10.2,6,239.85,21871,1
2,thinner,150,88,4.3,6,252.4,21071,0
1,gasoline,140,106,4.3,36,296.3,21068,0
2,gasoline,60,92,10.9,16,278.6,82483,1
4,gasoline,40,86,7.4,3,236.3,82486,1
2,kerosene,170,94,4.2,25,240.7,82482,0
4,gasoline,120,104,7.9,28,270.2,82494L,1
3,gasoline,100,89,4.9,12,260.95,22411,1
4,gasoline,90,89,8.5,9,242.95,84029G,1
2,gasoline,10,111,15.2,47,332.05,84029E,1
2,thinner,180,101,3.1,44,258.55,22752,0
2,gasoline,190,87,2.5,6,250.85,22803,0
5,thinner,190,96,2.6,16,274.8,21730,0
1,kerosene,160,92,3.4,22,247.6,22632,1
2,gasoline,140,93,3.7,12,241.15,22633,1
4,thinner,130,96,4.8,24,262.8,21731,0
3,gasoline,50,107,14.4,45,304.85,85135B,1
4,gasoline,70,102,3.2,65,280.1,21913,0
4,kerosene,60,90,10.7,9,237.5,22745,1
3,thinner,100,91,7.5,19,273.05,85227,1
5,gasoline,80,106,12,44,274.3,21790,1
1,gasoline,130,86,5,4,258.3,21743,0
5,gasoline,80,91,8.6,12,240.05,20798,1
3,kerosene,10,108,14.9,33,284.4,22457,1
4,thinner,150,93,5.6,27,270.15,22669,0
2,thinner,160,92,5.2,26,275.6,22320,0
3,kerosene,180,103,2.5,52,292.65,21249,0
3,gasoline,150,91,2.3,9,263.05,22493,0
4,thinner,30,107,13.3,52,298.85,22943,1
2,kerosene,20,110,,47,288.5,21561,1
1,thinner,90,105,13.2,33,276.75,22382,1
5,gasoline,150,92,5,28,256.6,37495,0
6,lpg,100,88,9.7,14,258.4,21218,1
5,kerosene,110,105,6.8,47,305.75,21217,0
1,kerosene,70,104,0,68,291.2,22840,0
7,lpg,10,90,11.9,12,267.5,85132A,1
1,kerosene,110,105,6.8,47,267.75,85132B,0
3,gasoline,160,94,1.9,55,273.7,85132C,0
6,lpg,40,90,10,10,270.5,22938,1
7,lpg,10,105,12.9,8,290.75,22955,1
5,thinner,140,96,0,68,261.8,22626,0
3,kerosene,170,95,3.2,47,266.25,21843,0
2,kerosene,180,92,3.8,30,247.6,22215,0
3,gasoline,140,90,2.7,9,249.5,22423,0
5,gasoline,140,92,5.2,16,284.6,21238,0
1,thinner,90,90,8.2,12,259.5,20674,1
6,lpg,20,104,7.5,65,266.2,20675,1
2,kerosene,20,103,1,70,283.65,21239,1
7,lpg,80,107,12.2,42,300.85,21244,1
2,kerosene,80,105,12.5,34,297.75,21245,1
4,thinner,80,105,12.5,34,275.75,84997A,1
3,kerosene,140,95,3.4,50,248.25,84997D,0
7,lpg,70,80,3.8,2,250,21679,0
5,kerosene,10,108,15.7,20,308.4,21479,1
4,thinner,140,96,4.6,44,271.8,22423,0
2,kerosene,140,94,4.2,22,270.7,21213,0
1,thinner,60,106,11,52,304.3,21207,1
7,lpg,60,105,12.2,23,276.75,21987,1
3,gasoline,60,86,9.5,13,258.3,21988,1
5,thinner,80,90,10.6,14,234.5,21989,1
5,thinner,40,106,13.5,26,319.3,22316,1
4,gasoline,50,96,0,72,294.8,22332,0
3,gasoline,140,93,3.7,12,238.15,22437,0
4,kerosene,60,90,9.3,11,250.5,22910,1
5,kerosene,80,,11.6,45,313.75,22086,1
5,kerosene,180,83,1.6,3,216.65,85049A,0
2,gasoline,70,92,10.6,16,264.6,21080,1
2,kerosene,30,97,11.8,9,287.35,21086,1
4,thinner,120,101,4.9,45,293.55,21094,0
2,kerosene,30,106,14.8,50,310.3,21212,1
3,kerosene,180,94,2.6,46,269.7,21206,0
1,kerosene,100,107,9.6,38,286.85,20974,1
4,kerosene,10,108,14.9,33,278.4,22333,1
3,gasoline,10,93,11.9,13,239.15,21094,1
4,thinner,40,90,12.5,24,237.5,21080,1
2,gasoline,130,96,1.9,65,251.8,21086,0
5,gasoline,30,86,11.6,18,230.3,20914,1
5,thinner,130,102,4.4,48,281.1,20975,0
5,thinner,60,107,12.3,22,275.85,20677,1
7,lpg,140,93,4.6,45,276.15,47590B,0
3,thinner,150,79,2.2,2,229.45,47599A,0
5,kerosene,50,106,12.5,19,306.3,22083,1
5,thinner,140,93,5.6,33,265.15,47599B,0
7,lpg,170,78,1.4,2,208.9,84375,0
1,kerosene,120,92,3.8,10,250.6,22780,1
2,gasoline,50,107,14.1,34,287.85,85048,1
1,kerosene,90,105,11,25,272.75,22659,1
3,thinner,50,95,14.3,38,276.25,21703,1
3,thinner,190,93,3.2,23,284.15,21790,0
4,thinner,120,102,5.2,47,293.1,21791,0
7,lpg,170,97,0,72,278.35,22616,0
2,thinner,20,96,0,72,254.8,22555,0
3,gasoline,180,92,1.7,11,260.6,22798,0
3,thinner,20,,14.6,51,314.6,22806,1
3,gasoline,100,104,10.3,36,297.2,22893,1
4,kerosene,10,110,15.7,42,329.5,21843,1
7,lpg,100,92,5.6,21,253.6,21217,1
4,thinner,130,102,4.4,48,288.1,20914,0
4,thinner,20,105,13.5,30,312.75,22841,1
4,thinner,90,106,12,46,300.3,22840,0
5,kerosene,140,92,6,27,254.6,22666,0
1,gasoline,120,88,6.5,6,228.4,22120,0
5,kerosene,10,96,0,72,267.8,85159A,0
6,lpg,160,91,4.8,34,258.05,85064,0
1,thinner,100,106,5.4,52,306.3,21843,1
2,gasoline,70,90,13,30,246.5,20750,1
3,gasoline,190,102,2.9,25,271.1,35004C,0
5,gasoline,10,96,0,72,281.8,21784,0
4,kerosene,120,103,5,50,299.65,22849,0
2,gasoline,180,93,3.9,32,287.15,22848,0
2,gasoline,100,105,4.4,55,309.75,21527,1
2,thinner,20,76,1,1,239.8,21844,0
2,thinner,50,101,0,67,291.55,22963,0
4,kerosene,60,90,10.6,7,261.5,22962,1
4,gasoline,70,105,11.6,24,311.75,22961,1
4,gasoline,60,103,4.4,65,311.65,22966,0
4,gasoline,,94,2.5,52,284.7,22964,0
4,gasoline,180,95,2.7,50,257.25,22969,0
3,gasoline,20,90,15.2,38,230.5,21217,1
7,lpg,80,104,11.9,47,266.2,17090D,0
5,kerosene,30,89,11.3,7,252.95,17090A,1
1,gasoline,170,92,3.8,22,240.6,22457,1
3,thinner,160,96,0,70,253.8,84879,0
3,thinner,100,91,9,16,268.05,72127,1
1,gasoline,30,96,0,72,294.8,72133,0
1,kerosene,130,92,6.5,26,251.6,84763,1
4,gasoline,150,95,3.2,52,246.25,85049E,0
5,gasoline,60,108,13.5,27,289.4,22077,1
1,kerosene,110,106,6.8,45,271.3,22075,1
6,lpg,130,92,5,19,251.6,85049A,1
5,gasoline,100,89,7,18,270.95,22940,1
5,thinner,70,103,0,72,295.65,22144,0
2,gasoline,80,92,10.5,21,242.6,22652,1
3,kerosene,140,94,5.2,35,262.7,84945,0
4,gasoline,100,89,7.5,6,260.95,47504H,0
3,kerosene,50,96,0,70,248.8,85127,0
5,thinner,90,102,10.9,16,270.1,21472,1
3,thinner,140,93,5.4,32,261.15,22196,0
3,thinner,150,95,2,55,260.25,22086,0
2,thinner,180,95,2.1,60,283.25,84692,0
4,gasoline,60,84,0,1,222.2,84380,0
2,gasoline,40,93,14.4,27,281.15,20978,1
2,gasoline,180,90,2.9,13,245.5,21833,0
1,gasoline,180,104,0,75,282.2,22553,0
4,kerosene,90,106,12.2,36,309.3,22451,1
2,kerosene,170,88,4.2,17,252.4,22450,0
5,thinner,40,107,14.4,47,280.85,10124G,1
7,lpg,110,87,5.2,,248.85,84519B,1
2,gasoline,140,92,5.2,16,244.6,22941,1
1,kerosene,190,96,2.6,16,286.8,22349,0
5,thinner,70,90,9.5,8,252.5,21931,1
4,gasoline,80,107,8.2,52,284.85,22505,0
7,lpg,40,106,12.3,60,288.3,21922,1
1,gasoline,170,108,0,70,315.4,21584,0
2,gasoline,40,75,0,1,211.25,22312,0
6,lpg,130,96,1.6,66,292.8,22822,0
2,kerosene,80,88,9.5,6,236.4,22514,1
4,gasoline,110,104,8.7,33,296.2,22988,1
7,lpg,150,94,4,45,282.7,22862,0
5,kerosene,30,110,15.2,38,292.5,22973,1
4,gasoline,160,90,4,13,238.5,22974,0
5,kerosene,70,107,10.7,22,308.85,22972,1
7,lpg,190,91,3.3,13,272.05,21213,0
1,thinner,20,76,1,1,241.8,22659,0
1,gasoline,130,92,4.4,16,266.6,22768,1
1,gasoline,50,107,14.4,45,280.85,21427,1
2,thinner,110,89,6.5,13,269.95,21504,1
3,thinner,100,89,7.1,7,266.95,22292,1
7,lpg,40,87,13.2,22,,22558,1
1,gasoline,60,106,12.5,24,307.3,22379,1
2,thinner,90,104,10.2,20,281.2,22470,1
3,thinner,190,90,2.9,22,274.5,21211,0
5,thinner,70,108,9.7,52,276.4,22469,1
1,kerosene,120,103,5.7,24,301.65,20978,1
2,kerosene,20,91,13.6,22,251.05,21974,1
5,gasoline,110,89,7.5,5,262.95,20914,0
5,gasoline,180,94,2.5,47,239.7,22316,0
6,lpg,150,89,5.6,30,274.95,22553,1
4,gasoline,150,95,2.2,60,269.25,22557,0
3,kerosene,120,88,8.3,13,243.4,22652,1
1,thinner,100,103,10.3,30,289.65,22311,1
4,thinner,110,89,6.5,13,249.95,22465,0
6,lpg,90,106,12.8,28,310.3,84755,1
6,lpg,160,94,6,30,285.7,22666,1
2,gasoline,70,106,12.5,44,277.3,22045,1
4,thinner,140,96,,67,275.8,90175C,0
6,lpg,80,105,11.3,26,269.75,90180A,1
4,kerosene,160,93,4.9,25,242.15,90178A,0
3,thinner,20,91,13.6,22,269.05,22746,1
4,gasoline,170,91,2,10,246.05,22745,0
5,kerosene,60,97,2.8,67,279.35,22983,0
2,thinner,30,110,16.1,42,286.5,21914,1
4,gasoline,100,88,9.7,14,229.4,22986,1
4,gasoline,190,96,0,68,266.8,21731,0
1,kerosene,60,91,11,8,280.05,20984,1
1,gasoline,190,95,2.1,60,244.25,22436,0
3,kerosene,150,79,2.2,2,211.45,21465,0
2,gasoline,120,104,6.5,19,275.2,21470,1
4,kerosene,180,91,2.9,21,240.05,22622,0
5,gasoline,120,78,1.4,2,237.9,16012,0
4,kerosene,110,96,1.5,67,270.8,85135B,0
3,thinner,170,100,2.3,51,265,22551,0
4,gasoline,130,96,4.8,24,249.8,85025C,1
3,gasoline,10,103,9.7,65,266.65,21918,1
2,kerosene,160,89,3.7,6,226.95,21851,0
3,thinner,100,103,2.1,66,271.65,21849,0
3,thinner,90,106,12.6,34,302.3,22729,1
4,kerosene,140,89,4.4,,269.95,21889,0
2,thinner,20,95,16.3,45,254.25,85124B,1
3,gasoline,50,108,14.5,36,291.4,85124C,1
4,thinner,70,87,8.1,4,251.85,20828,1
4,gasoline,110,96,0,68,272.8,22554,0
7,lpg,20,90,14.1,32,278.5,22653,1
1,thinner,120,74,0,1,201.7,21830,0
5,kerosene,150,94,3.1,50,253.7,21623,0
2,thinner,110,105,7.4,44,303.75,22785,0
6,lpg,20,103,1,70,298.65,22654,0
6,lpg,120,106,7.7,27,292.3,84949,1
3,thinner,10,109,17,30,317.95,22800,1
5,kerosene,120,102,4.2,51,277.1,22898,0
1,kerosene,10,90,11.8,6,248.5,47591D,1
1,gasoline,180,97,2.9,38,279.35,21156,0
2,kerosene,70,90,10.2,7,255.5,22367,1
3,kerosene,50,106,14.1,32,281.3,22955,1
5,thinner,160,105,1.5,65,294.75,22956,0
3,gasoline,150,74,0,1,197.7,21625,0
1,gasoline,100,89,,6,244.95,22423,1
3,gasoline,30,86,11.6,18,239.3,21843,1
2,gasoline,70,106,7.2,60,319.3,22839,1
3,kerosene,170,85,3.3,5,244.75,22738,0
1,gasoline,190,91,2.5,20,268.05,21430,0
1,kerosene,70,105,11.6,24,309.75,85184C,1
3,gasoline,190,95,2.2,33,280.25,20749,0
3,gasoline,90,106,12.8,28,298.3,20750,1
3,thinner,190,95,2.2,33,276.25,22077,0
3,kerosene,130,96,1.5,67,289.8,22736,0
1,thinner,50,108,12.5,51,306.4,22737,1
3,kerosene,80,94,6.5,55,277.7,21428,1
7,lpg,30,90,12,27,252.5,85177,1
3,gasoline,90,106,11,40,275.3,22768,1
7,lpg,140,90,4.5,19,262.5,22795,1
5,thinner,160,92,6.3,28,249.6,22914,0
3,gasoline,150,89,5.6,30,273.95,22969,0
3,gasoline,60,106,14,30,317.3,21259,1
4,thinner,170,78,1.4,2,205.9,21258,0
3,kerosene,90,98,0,72,282.9,84947,0
